x,y
-2.582716498692924634e-01,5.225140145996926000e-01
4.363461005952903437e-04,-1.607285097284982811e+00
6.903996669150503918e-01,1.478345266439929029e+00
3.582737055348086397e-01,3.108607432251362934e-01
1.176857029679029054e+00,1.182776391243375302e+00
-1.076439006840481882e+00,-2.352867173490970631e-01
1.121167682672643329e+00,8.442546200091580744e-01
1.208438644141394347e+00,-1.246853951826742746e+00
-1.984204757970697286e-01,7.548586965580306174e-01
8.115686425852186581e-01,-1.445945452022322053e+00
7.482618788941268750e-01,4.691151872690235147e-01
-5.130416096291683381e-01,-6.435342922576040570e-01
-1.624516460489287883e+00,-3.399796196640696988e-01
-6.586815832865787756e-01,-2.035008791000971207e-01
7.371620606755517890e-01,-1.191454266539597073e+00
-5.772319039070900049e-02,1.044661908707762876e+00
-8.614496067386178124e-01,1.289322959658149026e+00
1.516171588053589758e+00,-1.304205578570803326e+00
-1.323316385551961627e+00,5.346525811708068288e-01
7.162038833637528190e-02,1.427119913301604370e+00
1.060998379407358083e+00,3.964066963682112005e-02
-1.486648075473210984e+00,-1.352457015111771632e+00
-1.670676268460233593e-01,-6.419349535478044988e-01
1.551506158906921895e+00,6.059593992118303962e-01
-7.853740930135961751e-01,-4.609825217188109336e-01
-1.444634846997293831e+00,-8.315109101279734016e-01
-6.177659825462971099e-01,5.234139884723414404e-01
-1.125785250373628976e+00,6.451220981953088573e-01
-1.316545253564518791e+00,1.394473165723430386e+00
4.511871229522267934e-01,3.007053319743389630e-01
-1.074649125836010244e+00,8.651062158275431013e-01
-9.051660500099537598e-01,1.062588701278934122e+00
9.810964014544645284e-01,1.550841182696924614e+00
9.940859630649983014e-01,-4.333957558508412800e-01
4.890562924734483119e-02,4.713278518886050428e-01
-7.958407848206450197e-01,1.069526001556730499e+00
-5.818870547271906002e-01,-1.244461024922595360e+00
-1.518505167323342953e+00,5.857994706583513622e-01
-8.055923806119394959e-01,1.247497769451494154e+00
9.584337712738810744e-01,-1.296024974823838383e+00
2.039647491936549817e-01,1.647481813522116090e+00
1.155776719924961782e+00,1.318873807974443979e+00
-8.123836929480670044e-01,8.119391446550870972e-01
-5.444204295646800640e-01,1.166280278028781092e+00
-1.368651376947533471e+00,6.725148649136332146e-01
5.153515926287879356e-01,-7.913388337518180160e-01
4.710778019114134629e-01,1.452346874625027429e+00
4.120280597785291321e-01,-1.058258534648697013e+00
-6.615746991811463085e-01,-4.796355689388487886e-01
-6.441785836358824291e-01,6.700741069038710362e-01
1.575386957595626525e+00,4.660976265737411250e-02
1.020365733046763479e+00,1.568075028717477171e+00
-4.243354265105176992e-01,-1.534116777907686080e+00
8.919675718572068757e-01,8.447947163785849423e-01
-6.716881192473940221e-01,-7.643559311930999689e-01
7.183396178579996016e-01,-1.153723839812038188e+00
1.205173366616490105e+00,1.278769306763900326e+00
2.424166780528219656e-01,-9.381855503861983303e-01
1.571913511131903807e+00,-8.812729671906460727e-01
-6.517121622796839819e-01,-1.678171936234331696e-01
8.391963933540941278e-02,-1.205462443387417121e-01
-1.724587643432169193e+00,1.284183444485855086e+00
-1.642829100836540768e+00,1.351035532257944594e+00
1.133494740220453378e+00,1.541526573537138844e+00
-6.344707448772762826e-01,-1.073235754585303070e+00
-1.536693332837632209e+00,6.815944320355327157e-01
-1.181357939141600477e+00,-1.114255533876332027e+00
-9.248285372461071407e-01,-7.315789216979038390e-01
-9.831858027502935471e-01,4.041384467625203092e-01
5.051669999482852336e-02,5.535971815221861769e-01
5.054283324653546794e-01,1.259863816707788908e+00
-1.597703423998201755e+00,2.324480631389486129e-01
-3.843895960514491228e-01,1.032266275419328139e+00
-9.312150953994308145e-01,4.094387797590908762e-01
-7.886301488859613906e-01,-8.833813570158239870e-01
-5.862684774048206870e-01,-1.474370238507726860e+00
8.679407580680887913e-01,1.350204639061423739e+00
-1.666293530775179166e+00,5.596620552160495032e-01
2.304377456774879540e-01,1.433393771693727281e+00
6.559117651081391998e-01,-2.481160151235427547e-01
2.835800816006326941e-01,-1.254552640535596453e+00
-1.161931611838411982e+00,-9.208044138448098215e-01
-4.685642741294052116e-02,-7.723204114863896352e-01
-1.375974822871456782e+00,9.703438330925420741e-02
6.992360018206839056e-01,-1.360855415419678582e+00
8.073700511656843881e-01,-1.612216881634730870e+00
7.030955520066606290e-01,1.598126740797383594e+00
-1.383139797873895738e-01,-1.466373833029871898e+00
-7.431549420377834281e-01,-1.184435765963814502e+00
1.514945494007762308e-02,-1.069448463083920053e+00
1.736526063163762013e+00,-2.447280872775372818e-01
-3.795268302607812672e-01,-1.472338008319483027e+00
3.544376853529791482e-01,-1.264608222087937106e+00
-8.159110271716144558e-01,-6.606991620431956758e-01
-1.384412054806940739e+00,1.173019927697367848e+00
-1.341284210702265112e+00,-2.559964534793585447e-02
-7.209864332631200634e-01,-8.769104231313794573e-01
-9.494866231350873598e-01,6.198400760743578708e-01
1.032666697291281910e+00,-2.815232050307814871e-01
-6.186105998764123148e-01,8.311345399437571890e-01
-7.901213379313548613e-01,1.312729483224545746e+00
-7.042573289151523586e-01,-1.516936312302999523e+00
-9.114628451769142548e-02,-6.580529094604135043e-01
-1.063949688705467661e-01,-6.852678252052384344e-01
1.703981080258544667e+00,1.672220991500117604e+00
4.202602289114368839e-01,1.437422057334716063e+00
-6.380406406804491892e-01,1.027527973060692768e+00
9.327950420215019856e-01,-4.666615155971476359e-01
7.813777243162959296e-01,-1.370601828300802794e+00
-9.172256227035074927e-01,-9.689385915941446381e-01
4.488758814907209405e-01,-9.970539358659978868e-01
-7.401143468595886565e-01,-7.532007396245361530e-01
1.552270737905643294e+00,1.580560601654811048e+00
1.164169736571724290e+00,-1.343468065996825944e-01
-2.261942469935770625e-02,-4.001250257827489998e-01
-1.241985987012995674e-01,-1.205195067178901569e+00
-7.837971188106920284e-01,-1.054603024173898840e+00
1.335317355480584833e+00,6.892987943220136859e-01
-1.262047827114596288e+00,-2.072723159642305413e-01
-5.938925958703337171e-01,-1.642355263635628893e+00
8.437633724079162123e-01,-1.734206264548665555e-01
-4.687545770234106124e-01,-1.064793466098891805e+00
-2.879240072571606635e-02,-7.556890253559024329e-01
3.891358475183910592e-02,-8.290746812877904937e-01
-7.085387381149109709e-01,-2.253944145892155526e-01
3.972466642226690769e-01,1.216366311292551350e+00
-7.571478067833937731e-01,-5.631713012592267642e-01
5.145545648253985194e-01,1.742372320822572762e+00
-9.235322498416980164e-01,-9.313857228844154568e-01
1.124765909713423939e+00,1.062679878325577310e+00
-5.821866585119133131e-01,-1.643021301934198597e+00
-2.329873675042345993e-01,1.833024460625442276e-01
9.157770592764190587e-01,5.890383429448124986e-01
6.099324606942239102e-01,1.081024899040236242e+00
9.669114312763033015e-01,-5.928143843962577902e-02
-1.361145411794928428e+00,1.118864878324645096e+00
3.654994303131213762e-01,-1.579936806066032151e+00
1.014229961767447286e+00,-3.353178605087559494e-01
-6.339515084934789213e-01,8.508271365631024652e-02
6.079653520824630508e-01,1.500585496720449274e+00
-1.634910406749236156e+00,-6.415898695627074710e-01
-1.584784733512582422e+00,1.218329711659614345e+00
7.190680332094002702e-01,-7.593808035886254748e-01
9.478448720488857893e-01,4.938170228822039709e-01
5.682536179712899260e-01,8.981246270157168254e-01
-1.166006508303039091e+00,3.801064885597931764e-01
7.319409416129374346e-02,-5.179072239483127893e-01
8.131757808748315552e-01,-1.940408726747016310e-01
-9.210015957042896884e-02,-9.712435523463658349e-01
8.421182575866044129e-01,-1.657354728842233671e+00
2.280516682751906454e-03,1.631343854790384684e-01
-7.956098662044006620e-01,-1.111865695217389982e+00
-5.163486588474957006e-01,-1.328286425018492256e+00
7.803744798053890985e-01,3.133492991437846209e-01
-1.580184390993917942e+00,1.600698517023152245e+00
9.561070342276730694e-01,1.671715727476894564e+00
5.079367896571690411e-01,1.560229444477054805e+00
1.065174655547649341e+00,-6.277978347159217654e-01
8.949079258105189227e-01,-1.273923386525220414e+00
3.395565013358572970e-02,1.445062630022136085e+00
9.743658103264143944e-02,1.576112335093831307e+00
-3.988798324398053485e-01,1.165334920066519314e-01
2.533507521750403835e-01,1.623730362036107433e+00
7.334649352527400357e-01,3.606088927363306218e-01
-1.497006748827254707e+00,-9.234990400861566862e-01
-1.296690656415674825e+00,7.164600997535554294e-02
1.717193712759783164e+00,1.199066152831597343e+00
-2.689591904922903134e-02,8.282032695073313078e-02
-1.581782458610420106e+00,1.191241671989511142e+00
-3.986714098447166621e-01,-1.598457135289321318e+00
1.486071596491097768e+00,-1.745710277010506795e-01
6.184277545828671396e-01,1.714328551663846512e-01
1.018270773826938314e+00,1.630229558320688499e+00
4.321787240202599190e-01,-1.290114336605380441e+00
3.184144445848571814e-01,-1.584446992966324075e+00
-5.271891359023356260e-01,-1.438404783182747337e+00
-7.326332506186069571e-01,1.410371677642105581e+00
-9.892646750631497454e-01,1.008934648264267819e+00
-3.480826425223323417e-01,-4.186760225457676898e-01
1.208459036859898639e+00,-2.685659925872957987e-01
1.687972030815357405e+00,-1.007116760560549551e+00
1.330397566008608479e+00,-7.575952329976533006e-01
2.040810724054535619e-01,-1.280068413759502199e+00
-1.562451547460458778e+00,-4.063767931425568136e-01
-1.102403249965456133e+00,-7.644203611169778437e-03
-8.810541254835427827e-01,-1.559694688904456283e+00
7.703344843447718082e-01,-5.409748135352404619e-01
-1.126659910838718526e+00,1.580470073499277150e+00
-2.785466276329451665e-02,2.505714084473150693e-01
1.617846844638409332e+00,-1.285847505777734101e+00
-1.092029271496057996e+00,7.591817876097208817e-01
2.230983045683248567e-01,-2.595599749445564042e-01
-1.335634750976121943e+00,3.231139904487786429e-01
-1.915470095834232167e-01,6.239914670709262312e-01
-6.815202343552398956e-01,-3.036411518998237136e-01
-6.551331324871594308e-01,-9.999215035464112944e-01
3.973906315189192767e-02,1.169997268531979495e+00
-1.605674942623997126e+00,-1.739942609477532556e-02
8.877977259200494631e-01,4.961468250746093878e-01
1.724865690971645105e+00,-1.496259112626080912e+00
-1.163348719218588734e+00,-5.897492197325856500e-01
-1.703670839073893717e+00,1.003426531501402375e-01
5.005171429327642807e-01,-2.475930161704624211e-01
-2.752978235899528059e-01,1.336280117857481020e+00
4.006879014000047645e-01,-7.837943877461559516e-01
-6.147275708081166856e-01,-1.000292340582792594e+00
-8.058299057897708728e-01,6.208688413484090285e-01
4.905429726488572117e-01,-7.902040210627682137e-01
1.499399790457095205e-01,1.278777924719344705e+00
-7.928480516968098302e-01,-1.607975073483912887e+00
-7.660713697355185925e-01,1.555425874620603111e+00
-1.654038121913141257e+00,-1.274109421786719043e+00
-1.121718410743832051e+00,7.457237572955621729e-01
1.675045752450218695e+00,3.381362720751286410e-01
-1.417829022219491142e+00,-1.119822608634106070e-01
9.953966401019712640e-01,-1.075371221482982698e+00
-6.974376633903235367e-01,6.119305086923013670e-01
-6.210205160319891560e-01,8.236124238163916589e-01
1.037356843882825119e+00,1.175673181307735682e+00
1.900185923500086471e-01,-3.855567257750950882e-01
4.234840327978785512e-01,-1.050562894437800043e+00
-1.014564522624864740e+00,1.133955377552693822e+00
1.114246705757201195e+00,-2.886067401220376860e-01
-1.013488244642535424e-01,-2.095396194279199042e-01
-1.535425443454689898e-01,-9.071455759650893791e-01
-9.668842186714040610e-01,1.182571736651541805e+00
5.924060825011659981e-01,1.676513445970200022e+00
-1.168620717438838996e+00,1.495746422785440677e+00
9.346188534802387649e-01,1.283507180587348528e-01
5.443539989545979063e-01,1.199315967995046472e+00
1.078849829317206355e-01,5.421839871645742770e-01
1.668387372051531869e+00,7.940392858992092462e-01
-1.452655243465809320e+00,7.819781003989244583e-01
1.658331922758236487e+00,-3.443331678699709242e-01
-1.574419682421094313e+00,8.183195891400300015e-01
-6.512085008912453787e-01,1.476679992632289995e+00
-1.091093132424363343e+00,-3.929011622574229423e-01
-1.643043132194286882e+00,-1.786272217646211469e-01
-1.065156935643652325e+00,3.684746523615098357e-01
8.672469105528983757e-01,-7.273620150378068416e-01
-1.260670414333042944e+00,-1.280358284277261172e+00
-8.402484040757465245e-01,1.167519457825509477e+00
-2.206490141108073400e-01,-1.027443270737797398e+00
-7.398363561484710971e-01,-4.852793097832341362e-01
-1.016678592704484130e+00,1.696399971001278095e-01
2.532862113191828857e-01,9.988168942407201767e-01
6.911919007551291516e-01,-8.449262422704675313e-01
-1.178066159112520550e+00,1.428163543205155595e+00
1.143282815040797207e+00,-1.668271956971055126e+00
-1.643911551636546564e+00,-5.488606172879376653e-03
1.187425221534581521e+00,1.502288087978965958e+00
-1.051409110097764055e+00,1.101630310995885376e+00
-2.799270721511306070e-01,5.580356154158081505e-01
-6.289855123100815959e-01,-1.258844755556749018e+00
7.329917440801282380e-01,-6.298534189568847363e-01
-1.622036235030773543e+00,1.645475443422064865e+00
-2.354989981235250662e-01,-1.350946733913732878e+00
1.097391679614928783e+00,1.237234188974607685e+00
-6.782946785168717518e-01,6.644004450420566421e-01
-1.307555814892795709e+00,-3.569358188756345807e-01
-9.556671668546156129e-01,-8.456890219901634920e-01
1.626748971370051144e+00,-1.574195181747366279e+00
1.881605205163295880e-01,5.042611520763402577e-01
-5.653818117835175405e-01,-8.545648143801540808e-01
1.041698117938245183e+00,-1.103261578071174531e+00
